İl;İlçe;Okul Adı
GÜMÜŞHANE;MERKEZ;Merkez Atatürk Ortaokulu
GÜMÜŞHANE;MERKEZ;Merkez Şehit Tamer Aktaş Anaokulu
GÜMÜŞHANE;MERKEZ;Mustafa Canlı Bilim ve Sanat Merkezi
GÜMÜŞHANE;MERKEZ;Nesrin Halit Zarbun Anaokulu
GÜMÜŞHANE;MERKEZ;Serpil Gültekin Kızılay Anaokulu
GÜMÜŞHANE;MERKEZ;Şehit Murat Akçay Anaokulu
GÜMÜŞHANE;MERKEZ;Şehit Murat Yıldız İlkokulu
GÜMÜŞHANE;MERKEZ;Tekke İlkokulu
GÜMÜŞHANE;MERKEZ;Tekke Ortaokulu
GÜMÜŞHANE;MERKEZ;Türkiye Odalar ve Borsalar Birliği Kız Anadolu İmam Hatip Lisesi
GÜMÜŞHANE;MERKEZ;Yağmurdere İlkokulu
GÜMÜŞHANE;MERKEZ;Yıldız Eskicioğlu Anaokulu
GÜMÜŞHANE;MERKEZ;Yusuf Çiftçioğlu İlkokulu
GÜMÜŞHANE;ŞİRAN;Atatürk İlkokulu
GÜMÜŞHANE;ŞİRAN;Atatürk Ortaokulu
GÜMÜŞHANE;ŞİRAN;Mithatpaşa İlkokulu
GÜMÜŞHANE;ŞİRAN;Şehit Alkın Aydın İmam Hatip Ortaokulu
GÜMÜŞHANE;ŞİRAN;Şehit Turgay Türkmen İlkokulu
GÜMÜŞHANE;ŞİRAN;Şiran Akbulak Şehit Selim Cansız İlkokulu
GÜMÜŞHANE;ŞİRAN;Şiran Beşbinaz ŞEKER Öğretmenevi ve Akşam Sanat Okulu
GÜMÜŞHANE;ŞİRAN;Şiran Fen Lisesi
GÜMÜŞHANE;ŞİRAN;Şiran Halk Eğitimi Merkezi
GÜMÜŞHANE;ŞİRAN;Şiran Şehit Hakan Aydoğan Anadolu İmam Hatip Lisesi
GÜMÜŞHANE;ŞİRAN;Şiran Şehit Muhammet Fazlı Demir Anaokulu
GÜMÜŞHANE;ŞİRAN;Şiran Şehit Teğmen Tuna Kara Anadolu Lisesi
GÜMÜŞHANE;ŞİRAN;Yeşilbük Şehit Ahmet Yıldız İlkokulu
GÜMÜŞHANE;ŞİRAN;Yeşilbük Şehit Enver Zabun İmam Hatip Ortaokulu
GÜMÜŞHANE;ŞİRAN;Yunus Emre Ortaokulu
GÜMÜŞHANE;TORUL;Aktaş İlkokulu
GÜMÜŞHANE;TORUL;Aktaş Ortaokulu
GÜMÜŞHANE;TORUL;Altınpınar İlkokulu
GÜMÜŞHANE;TORUL;Altınpınar Ortaokulu
GÜMÜŞHANE;TORUL;Şehit Öğretmen Necmettin Yılmaz Anadolu İmam Hatip Lisesi
GÜMÜŞHANE;TORUL;Şehit Tamer Özdemir Anadolu Lisesi
GÜMÜŞHANE;TORUL;Torul 15 Temmuz Şehitler İlkokulu
GÜMÜŞHANE;TORUL;Torul Atatürk Ortaokulu
GÜMÜŞHANE;TORUL;Torul Fatih Anaokulu
GÜMÜŞHANE;TORUL;Torul Halk Eğitimi Merkezi
GÜMÜŞHANE;TORUL;Torul İmam Hatip Ortaokulu
GÜMÜŞHANE;TORUL;Torul Mehmet Akif Ersoy İlkokulu
GÜMÜŞHANE;TORUL;Torul Öğretmenevi ve Akşam Sanat Okulu Müdürlüğü
GÜMÜŞHANE;TORUL;Yıldız İlkokulu
HAKKARİ;ÇUKURCA;Akkaya Köyü Şehit Asteğmen Salim İzleyen İlkokulu
HAKKARİ;ÇUKURCA;Akkaya Köyü Şehit Asteğmen Süleyman Şahin İlkokulu
HAKKARİ;ÇUKURCA;Atatürk İlkokulu
HAKKARİ;ÇUKURCA;Cumhuriyet İlkokulu
HAKKARİ;ÇUKURCA;ÇIĞLI KÖYÜ ANAOKULU
HAKKARİ;ÇUKURCA;Çığlı Köyü Şehit Binbaşı Erdoğan Özdemir İlkokulu
HAKKARİ;ÇUKURCA;Çığlı Köyü Şehit Binbaşı Erdoğan Özdemir imam Hatip Ortaokulu
HAKKARİ;ÇUKURCA;Çığlı Köyü Şehit Binbaşı Erdoğan Özdemir Ortaokulu
HAKKARİ;ÇUKURCA;ÇUKURCA ANAOKULU
HAKKARİ;ÇUKURCA;Çukurca Halk Eğitimi Merkezi
HAKKARİ;ÇUKURCA;Çukurca Öğretmenevi ve Akşam Sanat Okulu
HAKKARİ;ÇUKURCA;Çukurca Şehit Jandarma Üsteğmen Adnan Bahat Çok Programlı Anadolu Lisesi
HAKKARİ;ÇUKURCA;Emir Şaban İmam Hatip Ortaokulu
HAKKARİ;ÇUKURCA;Gündeş Köyü Güzeldere Mezrası Çağdaş Yaşam İlkokulu
HAKKARİ;ÇUKURCA;Gündeş Köyü Ormanlı Mez.Şehit Asteğmen Muzaffer Ateş İlkokulu
HAKKARİ;ÇUKURCA;Gündeş Köyü Şehit Asteğmen Bekir Hacı İsmailoğulları İlkokulu
HAKKARİ;ÇUKURCA;Gündeş Köyü Şehit Astsubay Yasin Saraç İlkokulu
HAKKARİ;ÇUKURCA;Gündeş Köyü Şehit Polis Murat Yatarkalkmaz İlkokulu
HAKKARİ;ÇUKURCA;İkinci Hudut Tugayı İlkokulu
HAKKARİ;ÇUKURCA;Köprülü Mükerrem Akhanlı İmam Hatip Ortaokulu
HAKKARİ;ÇUKURCA;Köprülü Mükerrem Akhanlı Yatılı Bölge Ortaokulu
HAKKARİ;ÇUKURCA;Narlı Köyü İlkokulu
HAKKARİ;ÇUKURCA;Narlı Köyü Kaynaklı Mezrası İlkokulu
HAKKARİ;ÇUKURCA;Şehit Bilal Soybilgiç Ortaokulu
HAKKARİ;ÇUKURCA;Üzümlü Köyü Kaymakam Avni Kula İlkokulu
HAKKARİ;ÇUKURCA;ÜZÜMLÜ KÖYÜ KAYMAKAM AVNİ KULA ORTAOKULU
HAKKARİ;ÇUKURCA;Vali Erdoğan Gürbüz Anaokulu
HAKKARİ;ÇUKURCA;YÜZÜNCÜ YIL CUMHURİYET İLKOKULU
HAKKARİ;DERECİK;Ağaçlı Mahallesi İlkokulu
HAKKARİ;DERECİK;Akdemir Mahallesi İlkokulu
HAKKARİ;DERECİK;Anadağ Köyü Beşikağacı Mezrası İlkokulu
HAKKARİ;DERECİK;Anadağ Köyü Bölek Mezrası İlkokulu
HAKKARİ;DERECİK;Anadağ Köyü Yeşilova Mehmetçik İlkokulu
HAKKARİ;DERECİK;Anadağ Köyü Yeşilova Mezrası İlkokulu
HAKKARİ;DERECİK;Anadağ Köyü Yeşilova Mezrası Mehmetçik Ortaokulu
HAKKARİ;DERECİK;Balkayalar Anaokulu
HAKKARİ;DERECİK;Başaklı Mahallesi İlkokulu
HAKKARİ;DERECİK;Derecik Borsa İstanbul Çok Programlı Anadolu Lisesi
HAKKARİ;DERECİK;Derecik Halk Eğitimi Merkezi
HAKKARİ;DERECİK;Derecik İlkokulu
HAKKARİ;DERECİK;Derecik İmam Hatip Ortaokulu
HAKKARİ;DERECİK;Gelişen Köyü Aralık Mezrası İlkokulu
HAKKARİ;DERECİK;Gelişen Köyü İlkokulu
HAKKARİ;DERECİK;Gelişen Köyü İmam Hatip Ortaokulu
HAKKARİ;DERECİK;Gelişen Köyü Karakoç Mezrası İlkokulu
HAKKARİ;DERECİK;Gelişen Köyü Koryürek Mezrası İlkokulu
HAKKARİ;DERECİK;Gelişen Köyü Kütüklü Mezrası İlkokulu
HAKKARİ;DERECİK;Gelişen Köyü Mordağı Mezrası İlkokulu
HAKKARİ;DERECİK;Gelişen Köyü Ortaokulu
HAKKARİ;DERECİK;Gelişen Köyü Suçıktı Mezrası İlkokulu
HAKKARİ;DERECİK;Gelişen Köyü Toklu Mezrası İlkokulu
HAKKARİ;DERECİK;Gelişen Serhatkale İlkokulu
HAKKARİ;DERECİK;Gelişen Serhatkale Ortaokulu
HAKKARİ;DERECİK;Gürmeşe Mahallesi İlkokulu
HAKKARİ;DERECİK;Koçyiğit İlkokulu
HAKKARİ;DERECİK;Koçyiğit Ortaokulu
HAKKARİ;DERECİK;Ortaklar Köyü İlkokulu
HAKKARİ;DERECİK;Ortaklar Köyü Ortaokulu
HAKKARİ;DERECİK;Ortaklar Köyü Örencik Mezrası İlkokulu
HAKKARİ;DERECİK;Oylum Mahallesi İlkokulu
HAKKARİ;DERECİK;Öntepe Mahallesi İlkokulu
HAKKARİ;DERECİK;Samanlı Mahallesi Derindere İlkokulu
HAKKARİ;DERECİK;Samanlı Mahallesi İlkokulu
HAKKARİ;DERECİK;Samanlı Mahallesi Yukarı Aydınlık İlkokulu
HAKKARİ;DERECİK;Seyyid Taha Anadolu İmam Hatip Lisesi
HAKKARİ;DERECİK;Şehit Gaffar Okkan Ortaokulu
HAKKARİ;DERECİK;Umurlu İmam Hatip Ortaokulu
HAKKARİ;DERECİK;Umurlu Mahallesi İlkokulu
HAKKARİ;DERECİK;Umurlu Ortaokulu
HAKKARİ;DERECİK;Uslu Köyü Akören Mezrası İlkokulu
HAKKARİ;DERECİK;Uslu Köyü İlkokulu
HAKKARİ;DERECİK;Uslu Köyü Taşlıçay İmam Hatip Ortaokulu
HAKKARİ;DERECİK;Uslu Köyü Taşlıçay Mezrası İlkokulu
HAKKARİ;DERECİK;Uslu Köyü Taşlıçay Ortaokulu
HAKKARİ;DERECİK;Uslu Köyü Ulaşan Mezrası İlkokulu
HAKKARİ;DERECİK;Üçyan Mahallesi İlkokulu
HAKKARİ;DERECİK;YOLGELDİ İLKOKULU
HAKKARİ;MERKEZ;15 Temmuz Şehitler Mesleki ve Teknik Anadolu Lisesi
HAKKARİ;MERKEZ;15 Temmuz Şehitleri Anadolu Lisesi
HAKKARİ;MERKEZ;23 Nisan İlkokulu
HAKKARİ;MERKEZ;23 Nisan İmam Hatip Ortaokulu
HAKKARİ;MERKEZ;23 Nisan Ortaokulu
HAKKARİ;MERKEZ;Ağaçdibi Köyü İlkokulu
HAKKARİ;MERKEZ;Ağaçdibi Köyü Yeni Mahalle İlkokulu
HAKKARİ;MERKEZ;Ahmedi Hani İlkokulu
HAKKARİ;MERKEZ;Ahmedi Hani Ortaokulu
HAKKARİ;MERKEZ;Akbulut Köyü İlkokulu
HAKKARİ;MERKEZ;AKÇALI KÖYÜ ANAOKULU
HAKKARİ;MERKEZ;Akçalı Köyü İlkokulu
HAKKARİ;MERKEZ;Akçalı Köyü Ortaokulu
HAKKARİ;MERKEZ;ATATÜRK İLKOKULU
HAKKARİ;MERKEZ;Atatürk Mesleki ve Teknik Anadolu Lisesi
HAKKARİ;MERKEZ;ATATÜRK ORTAOKULU
HAKKARİ;MERKEZ;Bağışlı Köyü Anaokulu
HAKKARİ;MERKEZ;BAĞIŞLI MEHMETÇİK İLKOKULU
HAKKARİ;MERKEZ;BAĞIŞLI MEHMETÇİK ORTAOKULU
HAKKARİ;MERKEZ;Bay Köyü İlkokulu
HAKKARİ;MERKEZ;BERÇELAN ANAOKULU
HAKKARİ;MERKEZ;Berfin Anaokulu
HAKKARİ;MERKEZ;CENGİZ TOPEL İLKOKULU
HAKKARİ;MERKEZ;CENGİZ TOPEL ORTAOKULU
HAKKARİ;MERKEZ;Cumhuriyet Anadolu Lisesi
HAKKARİ;MERKEZ;Cumhuriyet İlkokulu
HAKKARİ;MERKEZ;Cumhuriyet İmam Hatip Ortaokulu
HAKKARİ;MERKEZ;CUMHURİYET ORTAOKULU
HAKKARİ;MERKEZ;ÇİMENLİ BORSA İSTANBUL İLKOKULU
HAKKARİ;MERKEZ;ÇİMENLİ BORSA İSTANBUL ORTAOKULU
HAKKARİ;MERKEZ;Çimenli Köyü Borsa İstanbul İmam Hatip Ortaokulu
HAKKARİ;MERKEZ;Durankaya Beldesi Cumhuriyet İlkokulu
HAKKARİ;MERKEZ;Durankaya Beldesi Cumhuriyet İmam Hatip Ortaokulu
HAKKARİ;MERKEZ;Durankaya Beldesi Cumhuriyet Yatılı Bölge Ortaokulu
HAKKARİ;MERKEZ;Durankaya Beldesi Derebaşı Mahallesi İlkokulu
HAKKARİ;MERKEZ;Durankaya Beldesi İlkokulu
HAKKARİ;MERKEZ;FATİH SULTAN MEHMET İLKOKULU
HAKKARİ;MERKEZ;FATİH SULTAN MEHMET ORTAOKULU
HAKKARİ;MERKEZ;GAZİ İLKOKULU
HAKKARİ;MERKEZ;Gazi İmam Hatip Ortaokulu
HAKKARİ;MERKEZ;Gazi Mustafa Kemal Anadolu Lisesi
HAKKARİ;MERKEZ;GAZİ ORTAOKULU
HAKKARİ;MERKEZ;Geçimli Köyü Bahçeli Mezrası İlkokulu
HAKKARİ;MERKEZ;Geçitli İlkokulu
HAKKARİ;MERKEZ;Geçitli İmam Hatip Ortaokulu
HAKKARİ;MERKEZ;Geçitli Köyü Hemeda İlkokulu
HAKKARİ;MERKEZ;Geçitli Ortaokulu
HAKKARİ;MERKEZ;HACI SALİH ŞEN İLKOKULU
HAKKARİ;MERKEZ;HACI SALİH ŞEN ORTAOKULU
HAKKARİ;MERKEZ;Hakkari Anadolu Lisesi
HAKKARİ;MERKEZ;Hakkari Atatürk Anadolu Lisesi
HAKKARİ;MERKEZ;Hakkari Bilim ve Sanat Merkezi
HAKKARİ;MERKEZ;Hakkari Fen Lisesi
HAKKARİ;MERKEZ;Hakkari Gazi Özel Eğitim Anaokulu
HAKKARİ;MERKEZ;Hakkari Güzel Sanatlar Lisesi
HAKKARİ;MERKEZ;Hakkari Halk Eğitimi Merkezi
HAKKARİ;MERKEZ;Hakkari Kız Anadolu İmam Hatip Lisesi
HAKKARİ;MERKEZ;Hakkari Öğretmenevi ve Akşam Sanat Okulu
HAKKARİ;MERKEZ;Hakkari Özel Eğitim Anaokulu
HAKKARİ;MERKEZ;Hakkari Özel Eğitim Meslek Okulu
HAKKARİ;MERKEZ;Hakkari Özel Eğitim Uygulama Okulu I. Kademe
HAKKARİ;MERKEZ;Hakkari Özel Eğitim Uygulama Okulu II. Kademe
HAKKARİ;MERKEZ;Hakkari Özel Eğitim Uygulama Okulu III. Kademe
HAKKARİ;MERKEZ;Hakkari Rehberlik ve Araştırma Merkezi
HAKKARİ;MERKEZ;Hakkari Spor Lisesi
HAKKARİ;MERKEZ;Hakkari Sümbül Anadolu Lisesi
HAKKARİ;MERKEZ;Hakkari Ticaret Mesleki ve Teknik Anadolu Lisesi
HAKKARİ;MERKEZ;HALİME HATUN ANAOKULU
HAKKARİ;MERKEZ;Işık Köyü İlkokulu
HAKKARİ;MERKEZ;Işık Köyü İmam Hatip Ortaokulu
HAKKARİ;MERKEZ;IŞIK KÖYÜ ORTAOKULU
HAKKARİ;MERKEZ;Karşıyaka Mahallesi İlkokulu
HAKKARİ;MERKEZ;Karşıyaka Mahallesi Ortaokulu
HAKKARİ;MERKEZ;KAZIM KARABEKİR İLKOKULU
HAKKARİ;MERKEZ;KAZIM KARABEKİR ORTAOKULU
HAKKARİ;MERKEZ;Mehmet Akif Ersoy Kız Mesleki ve Teknik Anadolu Lisesi
HAKKARİ;MERKEZ;MİLLİ EĞİTİM VAKFI İLKOKULU
HAKKARİ;MERKEZ;MİLLİ EĞİTİM VAKFI ORTAOKULU
HAKKARİ;MERKEZ;Mustafa Kemal Paşa Anaokulu
HAKKARİ;MERKEZ;Papatya Anaokulu
HAKKARİ;MERKEZ;Sarıtaş Köyü Yusuf Kızılboğa İmam Hatip Ortaokulu
HAKKARİ;MERKEZ;Sarıtaş Köyü Yusuf Kızılbuğa İlkokulu
HAKKARİ;MERKEZ;Sarıtaş Köyü Yusuf Kızılbuğa Ortaokulu
HAKKARİ;MERKEZ;Selahaddin Eyyubi İlkokulu
HAKKARİ;MERKEZ;Selahaddin Eyyubi Ortaokulu
HAKKARİ;MERKEZ;SERMAYE PİYASASI KURULU İLKOKULU
HAKKARİ;MERKEZ;SERMAYE PİYASASI KURULU ORTAOKULU
HAKKARİ;MERKEZ;Seyyit Taha İmam Hatip Ortaokulu
HAKKARİ;MERKEZ;Sümbül Anaokulu
HAKKARİ;MERKEZ;ŞEHİT ÇETİN DENİZ İLKOKULU
HAKKARİ;MERKEZ;ŞEHİT ÇETİN DENİZ ORTAOKULU
HAKKARİ;MERKEZ;ŞEHİT EĞİTİM MÜFETTİŞİ SELAHATTİN ŞİMŞEK İLKOKULU
HAKKARİ;MERKEZ;Şehit Eğitim Müfettişi Selahattin Şimşek İmam Hatip Ortaokulu
HAKKARİ;MERKEZ;Şehit Eğitim Müfettişi Selahattin Şimşek Ortaokulu
HAKKARİ;MERKEZ;Şehit Erol Olçok İlkokulu
HAKKARİ;MERKEZ;Şehit Erol Olçok Ortaokulu
HAKKARİ;MERKEZ;Şehit Teğmen Abdulselam Özatak Çok Programlı Anadolu Lisesi
HAKKARİ;MERKEZ;ŞEHİT VALİ DERVİŞ YALIM İLKOKULU
HAKKARİ;MERKEZ;Şehit Vali Derviş Yalım Ortaokulu
HAKKARİ;MERKEZ;ŞEHİT YARBAY MESUT KURU İLKOKULU
HAKKARİ;MERKEZ;ŞEHİT YARBAY MESUT KURU ORTAOKULU
HAKKARİ;MERKEZ;Taşbaşı Köyü İlkokulu
HAKKARİ;MERKEZ;Taşbaşı Köyü İmam Hatip Ortaokulu
HAKKARİ;MERKEZ;Taşbaşı Köyü Ortaokulu
HAKKARİ;MERKEZ;TOBB Hüseyin Çelik Anadolu İmam Hatip Lisesi
HAKKARİ;MERKEZ;TOBB Mesleki Eğitim Merkezi
HAKKARİ;MERKEZ;TOBB ORTAOKULU
HAKKARİ;MERKEZ;Türk Telekom Sosyal Bilimler Lisesi
HAKKARİ;MERKEZ;TÜRKİYE ODALAR BORSALAR BİRLİĞİ İLKOKULU
HAKKARİ;MERKEZ;Üzümcü Köyü İlkokulu
HAKKARİ;MERKEZ;VALİ İDRİS AKBIYIK İLKOKULU
HAKKARİ;MERKEZ;VALİ İDRİS AKBIYIK ORTAOKULU
HAKKARİ;MERKEZ;VALİ M. LÜTFULLAH BİLGİN İLKOKULU
HAKKARİ;MERKEZ;Vali M. Lütfullah Bilgin İmam Hatip Ortaokulu
HAKKARİ;MERKEZ;VALİ M. LÜTFULLAH BİLGİN ORTAOKULU
HAKKARİ;MERKEZ;VALİ ORHAN IŞIN İLKOKULU
HAKKARİ;MERKEZ;VALİ ORHAN IŞIN ORTAOKULU
HAKKARİ;MERKEZ;YUNUS EMRE İLKOKULU
HAKKARİ;MERKEZ;YUNUS EMRE ORTAOKULU
HAKKARİ;MERKEZ;Zap İlkokulu
HAKKARİ;MERKEZ;Zap Ortaokulu
HAKKARİ;ŞEMDİNLİ;23 Nisan Anaokulu
HAKKARİ;ŞEMDİNLİ;Alan Köyü İlkokulu
HAKKARİ;ŞEMDİNLİ;Altınsu Köyü Atatürk İlkokulu
HAKKARİ;ŞEMDİNLİ;Altınsu Köyü Atatürk İmam Hatip Ortaokulu
HAKKARİ;ŞEMDİNLİ;Altınsu Köyü Atatürk Ortaokulu
HAKKARİ;ŞEMDİNLİ;Bağlar Köyü Çem Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Bağlar Köyü Güzelkaya Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Bağlar Köyü İlkokulu
HAKKARİ;ŞEMDİNLİ;Bağlar Köyü Rızgarlı Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Bağlar Köyü Zorgeçit Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Beyyurdu Köyü Dündar Erener İlkokulu
HAKKARİ;ŞEMDİNLİ;Boğazköy İlkokulu
HAKKARİ;ŞEMDİNLİ;Boğazköy Ortaokulu
HAKKARİ;ŞEMDİNLİ;Borsa İstanbul Anadolu Lisesi
HAKKARİ;ŞEMDİNLİ;Bozyamaç Köyü İlkokulu
HAKKARİ;ŞEMDİNLİ;Cumhuriyet İlkokulu
HAKKARİ;ŞEMDİNLİ;Cumhuriyet Ortaokulu
HAKKARİ;ŞEMDİNLİ;Çalışkanlar Köyü Halil Sever İlkokulu
HAKKARİ;ŞEMDİNLİ;Çalışkanlar Köyü Halil Sever Ortaokulu
HAKKARİ;ŞEMDİNLİ;ÇALIŞKANLAR KÖYÜ HAZNE MEZRASI İLKOKULU
HAKKARİ;ŞEMDİNLİ;ÇALIŞKANLAR KÖYÜ İLKOKULU
HAKKARİ;ŞEMDİNLİ;Çatalca Köyü Erdemli Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Çatalca Köyü Güvenli Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Çatalca Köyü İlkokulu
HAKKARİ;ŞEMDİNLİ;Çatalca Köyü Soğuksu Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Çatalca Köyü Soğuksu Mezrası Ortaokulu
HAKKARİ;ŞEMDİNLİ;Günyazı Köyü İlkokulu
HAKKARİ;ŞEMDİNLİ;Günyazı Köyü Koçbaşı Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Günyazı Köyü Olgunlar Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Güzelkonak İmam Hatip Ortaokulu
HAKKARİ;ŞEMDİNLİ;Kayalar Köyü Aşağı Kayalar Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Kayalar Köyü Seçkin Mezrası İlkOkulu
HAKKARİ;ŞEMDİNLİ;Konur Köyü Aktütün Mezrası Şehit Jandarma Teğmen Nadir Ozan İlkokulu
HAKKARİ;ŞEMDİNLİ;Konur Köyü Dereyanı Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Konur Köyü Dereyanı Mezrası İmam Hatip Ortaokulu
HAKKARİ;ŞEMDİNLİ;Konur Köyü Dereyanı Mezrası Ortaokulu
HAKKARİ;ŞEMDİNLİ;Konur Köyü İlkokulu
HAKKARİ;ŞEMDİNLİ;Korgan Köyü Akbal Mezrası İlkOkulu
HAKKARİ;ŞEMDİNLİ;Korgan Köyü Durak Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Korgan Köyü Üzümkıran Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Korgan Köyü Üzümkıran Mezrası İmam Hatip Ortaokulu
HAKKARİ;ŞEMDİNLİ;Korgan Köyü Üzümkıran Mezrası Ortaokulu
HAKKARİ;ŞEMDİNLİ;Mevlana Kız Mesleki ve Teknik Anadolu Lisesi
HAKKARİ;ŞEMDİNLİ;Olgunlar Zehra Özel Ortaokulu
HAKKARİ;ŞEMDİNLİ;Öveç Köyü Harmanlı Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Öveç Köyü İlkokulu
HAKKARİ;ŞEMDİNLİ;Öveç Köyü Karaağaç Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Sabri Özel Anadolu Lisesi
HAKKARİ;ŞEMDİNLİ;Sabri Özel Ortaokulu
HAKKARİ;ŞEMDİNLİ;Seyyid Abdullah Şemdini Anadolu İmam Hatip Lisesi
HAKKARİ;ŞEMDİNLİ;Şehit Ahmet Budak Meslekî ve Teknik Anadolu Lisesi
HAKKARİ;ŞEMDİNLİ;Şehit Tahir Töre İlkokulu
HAKKARİ;ŞEMDİNLİ;Şehit Tahir Töre Ortaokulu
HAKKARİ;ŞEMDİNLİ;Şemdinli Bilim ve Sanat Merkezi
HAKKARİ;ŞEMDİNLİ;Şemdinli Halk Eğitimi Merkezi
HAKKARİ;ŞEMDİNLİ;Şemdinli İmam Hatip Ortaokulu
HAKKARİ;ŞEMDİNLİ;Şemdinli Öğretmenevi ve Akşam Sanat Okulu
HAKKARİ;ŞEMDİNLİ;TEKELİ KÖYÜ İLKOKULU
HAKKARİ;ŞEMDİNLİ;Tekeli Köyü Oğlaklı Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;TEKELİ KÖYÜ ORTAOKULU
HAKKARİ;ŞEMDİNLİ;Tekeli Köyü Tanyolu Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Tütünlü İmam Hatip Ortaokulu
HAKKARİ;ŞEMDİNLİ;Tütünlü Köyü Aşağı Güleç Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Tütünlü Köyü İlkokulu
HAKKARİ;ŞEMDİNLİ;Tütünlü Köyü Orta Mahalle İlkokulu
HAKKARİ;ŞEMDİNLİ;Tütünlü Köyü Ortaokulu
HAKKARİ;ŞEMDİNLİ;Tütünlü Köyü Yukarı Güleç Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Uğuraçan Köyü İlkokulu
HAKKARİ;ŞEMDİNLİ;Uğuraçan Köyü Yeşilbayır Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Yavuz Sultan Selim İlkokulu
HAKKARİ;ŞEMDİNLİ;Yayla Mahallesi İlkokulu
HAKKARİ;ŞEMDİNLİ;Yaylapınar İlkokulu
HAKKARİ;ŞEMDİNLİ;Yaylapınar Ortaokulu
HAKKARİ;ŞEMDİNLİ;Yufkalı Köyü İlkokulu
HAKKARİ;ŞEMDİNLİ;Yufkalı Köyü Tuğlu Mezrası İlkokulu
HAKKARİ;ŞEMDİNLİ;Yukarı Kayalar İlkokulu
HAKKARİ;ŞEMDİNLİ;Yukarı Kayalar Ortaokulu
HAKKARİ;YÜKSEKOVA;15 Temmuz Şehitleri Anadolu Lisesi
HAKKARİ;YÜKSEKOVA;15 Temmuz Şehitleri Ortaokulu
HAKKARİ;YÜKSEKOVA;5 Mayıs İlkokulu
HAKKARİ;YÜKSEKOVA;5 Mayıs Ortaokulu
HAKKARİ;YÜKSEKOVA;50. Yıl İlkokulu
HAKKARİ;YÜKSEKOVA;50. Yıl Ortaokulu
HAKKARİ;YÜKSEKOVA;75. Yıl İmam Hatip Ortaokulu
HAKKARİ;YÜKSEKOVA;75.Yıl Ortaokulu
HAKKARİ;YÜKSEKOVA;Adaklı Köyü Borsa İstanbul Şehit Piyade Er Lezgin Han İlkokulu
HAKKARİ;YÜKSEKOVA;Adaklı Köyü Borsa İstanbul Şehit Piyade Er Lezgin Han Ortaokulu
HAKKARİ;YÜKSEKOVA;Ahmed- i Hani Ortaokulu
HAKKARİ;YÜKSEKOVA;Akalın Köyü İlkokulu
HAKKARİ;YÜKSEKOVA;Akçalı Köyü İlkokulu
HAKKARİ;YÜKSEKOVA;Akçalı Köyü Ortaokulu
HAKKARİ;YÜKSEKOVA;Akocak Köyü İlkokulu
HAKKARİ;YÜKSEKOVA;Aksu Köyü İlkokulu
HAKKARİ;YÜKSEKOVA;AKSU KÖYÜ ORTAOKULU
HAKKARİ;YÜKSEKOVA;Altınoluk Köyü İlkokulu
HAKKARİ;YÜKSEKOVA;Armutdüzü Köyü İlkokulu
HAKKARİ;YÜKSEKOVA;Armutdüzü Köyü Ortaokulu
HAKKARİ;YÜKSEKOVA;Atatürk Anadolu Lisesi
HAKKARİ;YÜKSEKOVA;Atatürk Anaokulu
HAKKARİ;YÜKSEKOVA;Atatürk İlkokulu
HAKKARİ;YÜKSEKOVA;Atatürk Ortaokulu
HAKKARİ;YÜKSEKOVA;Avukat Mehmet Altun İlkokulu
HAKKARİ;YÜKSEKOVA;Bağdaş Köyü Ericik Mezrası İlkokulu
HAKKARİ;YÜKSEKOVA;Bağdaş Köyü Gedikli Mezrası İlkokulu
HAKKARİ;YÜKSEKOVA;Bağdaş Köyü İlkokulu
HAKKARİ;YÜKSEKOVA;Bağdaş Köyü Kayakonak Mezrası İlkokulu
HAKKARİ;YÜKSEKOVA;Bağdaş Köyü Ortaokulu
HAKKARİ;YÜKSEKOVA;Bataklı Köyü İlkokulu
HAKKARİ;YÜKSEKOVA;Beşatlı Köyü Çakmak Mezrası İlkokulu
HAKKARİ;YÜKSEKOVA;Borsa İstanbul İlkokulu
HAKKARİ;YÜKSEKOVA;Bulaklı Köyü İlkokulu
HAKKARİ;YÜKSEKOVA;Büyükçiftlik Beldesi Anaokulu
